"시설명","시도명","시군구명","시군구코드","소재지도로명주소","소재지지번주소","위도","경도","설치장소설명","평일운영시작시각","평일운영종료시각","토요일운영시작시각","토요일운영종료시각","공휴일운영시작시각","공휴일운영종료시각","동시사용가능대수","공기주입가능여부","휴대전화충전가능여부","관리기관명","관리기관전화번호","데이터기준일자","제공기관코드","작업일시"
"성신여대입구역 우이신설","서울특별시","성북구","11305","서울특별시 성북구 동소문로 지하102","서울특별시 성북구 동선동4가 1","37.59271793","127.0164776","B1층 1번출구 엘리베이터 앞","06:30","23:00","06:30","23:00","06:30","23:00","2","N","Y","성신여대입구역-우이신설","02-3499-5561","2023-01-12","3070000","2023-03-15 14:37:55.0"
"정릉역 우이신설","서울특별시","성북구","11306","서울특별시 성북구 아리랑로 지하122","서울특별시 성북구 정릉동 966-330","37.60268768","127.0134962","B1층 게이트안 엘리베이터 앞","06:30","23:00","06:30","23:00","06:30","23:00","2","N","Y","정릉역-우이신설","02-3499-5561","2023-01-12","3070000","2023-03-15 14:37:55.0"
"아리랑시네센터","서울특별시","성북구","11307","서울특별시 성북구 아리랑로 82","서울특별시 성북구 돈암동 538-98","37.60005917","127.0139264","B1층 정문 광장","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","아리랑시네센터","02-3291-5541","2023-01-12","3070000","2023-03-15 14:37:55.0"
"충무스포츠센터","서울특별시","중구","11140","서울특별시 중구 퇴계로 387","서울특별시 중구 흥인동 131","37.5659409687","127.0147908897","스포츠센터1층 출입구","06:00","22:00","06:00","20:00","09:30","18:00","2","N","Y","중구 충무스포츠센터","02-2280-8400","2023-03-03","3010000","2023-03-15 14:37:55.0"
"광진구청","서울특별시","광진구","11215","서울특별시 광진구 자양로 117","","37.5385399017","127.081914","민원복지동 1층 민원여권과 우측 출입구","09:00","18:00","09:00","18:00","00:00","00:00","2","Y","Y","서울특별시 광진구","02-450-7529","2022-12-21","3040000","2023-03-15 14:37:55.0"
"광진장애인회관","서울특별시","광진구","11215","서울특별시 광진구 자양로 209","","37.546002","127.086046","장애인회관 본관","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 광진구","02-450-7529","2022-12-21","3040000","2023-03-15 14:37:55.0"
"한국뇌병변장애인인권협회","서울특별시","광진구","11215","서울특별시 광진구 자양로 176","","37.543179","127.084777","광진IL센터 401호","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 광진구","02-450-7529","2022-12-21","3040000","2023-03-15 14:37:55.0"
"정립회관","서울특별시","광진구","11215","서울특별시 광진구 워커힐로93","","37.550536","127.097915","1층 본관 휴게실","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 광진구","02-450-7529","2022-12-21","3040000","2023-03-15 14:37:55.0"
"정립회관","서울특별시","광진구","11215","서울특별시 광진구 워커힐로93","","37.550536","127.097915","1층 수영장 입구","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 광진구","02-450-7529","2022-12-21","3040000","2023-03-15 14:37:55.0"
"중곡보건지소","서울특별시","광진구","11215","서울특별시 광진구 긴고랑로 110","","37.559373","127.087089","2층 복도 휴게실","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 광진구","02-450-7529","2022-12-21","3040000","2023-03-15 14:37:55.0"
"건대입구역","서울특별시","광진구","11215","서울특별시 광진구 아차산로 243","","37.540419","127.069171","2호선 개찰구 안 화장실 맞은편","06:00","23:00","06:00","23:00","06:00","23:00","2","Y","Y","서울특별시 광진구","02-450-7529","2022-12-21","3040000","2023-03-15 14:37:55.0"
"군자역","서울특별시","광진구","11215","서울특별시 광진구 천호대로 550","","37.557203","127.079490","7번출구 지상용 엘리베이터 지하 출입구","06:00","23:00","06:00","23:00","06:00","23:00","2","Y","Y","서울특별시 광진구","02-450-7529","2022-12-21","3040000","2023-03-15 14:37:55.0"
"우면종합사회복지관 별관","서울특별시","서초구","32100","서울특별시 서초구 바우뫼로 43","서울특별시 서초구 우면동 68-1","37.471742","127.026901","3층 로비","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 서초구 사회복지과","02-2155-6652","2022-11-30","3210000","2023-03-15 14:37:55.0"
"교통시설","서울특별시","도봉구","30900","서울특별시 도봉구 도봉로 964-40","서울특별시 도봉구 도봉동 38-3","37.68912056","127.0465288","도봉산역 (3번출구 2층 엘리베이터 옆)","05:16","00:19","05:16","00:19","05:16","00:19","2","N","Y","도봉산역","02-955-7345","2021-08-13","3090000","2023-03-15 14:37:55.0"
"노유자시설","서울특별시","도봉구","30900","서울특별시 도봉구 시루봉로17길 42","서울특별시 도봉구 방학동 396-19","37.66931252","127.0326388","방아골종합사회복지관(1층 내부, 계단 옆)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","방아골종합사회복지관","02-3491-0500","2021-08-13","3090000","2023-03-15 14:37:55.0"
"노유자시설","서울특별시","도봉구","30900","서울특별시 도봉구 시루봉로15라길 59-9","서울특별시 도봉구 방학동 393-5","37.67057374","127.0322023","방학동노인복지센터(1층 입구 좌측)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","방학동노인복지센터","02-3491-4651","2021-08-13","3090000","2023-03-15 14:37:55.0"
"행정청사","서울특별시","도봉구","30900","서울특별시 도봉구 노해로 147","서울특별시 도봉구 쌍문동 378-45","37.64803784","127.0260513","쌍문1동주민센터(주차장 옆 자전거 주차대)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","쌍문1동주민센터","02-2091-5513","2021-08-13","3090000","2023-03-15 14:37:55.0"
"의료시설","서울특별시","도봉구","30900","서울특별시 도봉구 우이천로 308","서울특별시 도봉구 쌍문동 388-1","37.64668485","127.0290583","한일병원(본관 건물 로비 우측)","23:59","23:59","23:59","23:59","23:59","23:59","2","N","Y","한일병원","02-901-3114","2021-08-13","3090000","2023-03-15 14:37:55.0"
"노유자시설","서울특별시","도봉구","30900","서울특별시 도봉구 도봉로169가길 52","서울특별시 도봉구 도봉동 580-5","37.68212785","127.0435807","도봉동노인복지센터(입구 우측 주차장)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","도봉동노인복지센터","02-3491-3356","2021-08-13","3090000","2023-03-15 14:37:55.0"
"의료시설","서울특별시","도봉구","30900","서울특별시 도봉구 도봉로 720","서울특별시 도봉구 방학동 705-4","37.66876084","127.0438025","도봉병원(1층입구 주차장)","23:59","23:59","23:59","23:59","23:59","23:59","2","N","Y","도봉병원","02-3492-3250","2021-08-13","3090000","2023-03-15 14:37:55.0"
"성북장애인복지관","서울특별시","성북구","11290","서울특별시 성북구 화랑로130","서울특별시 성북구 하월곡동 11-11","37.6045987","127.0457199","복지관 (지하1층, 1층 입구, 4층)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","성북장애인복지관","02-915-9200","2023-01-12","3070000","2023-03-15 14:37:55.0"
"성북구청","서울특별시","성북구","11291","서울특별시 성북구 보문로 168","서울특별시 성북구 삼선동5가 411","37.5894563","127.0168496","1층 입구","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","성북구청","02-2241-2512","2023-01-12","3070000","2023-03-15 14:37:55.0"
"종암경찰서","서울특별시","성북구","11292","서울특별시 성북구 화랑로7길 32","서울특별시 성북구 하월곡동 27-5","37.60370101","127.0401283","1층 입구","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","종암경찰서","182","2023-01-12","3070000","2023-03-15 14:37:55.0"
"한성대역","서울특별시","성북구","11293","서울특별시 성북구 삼선교로 지하1","서울특별시 성북구 삼선동1가 14","37.5883949","127.0059503","B1 고객안내센터 앞","06:30","23:00","06:30","23:00","06:30","23:00","2","N","Y","한성대역","02-6110-4191","2023-01-12","3070000","2023-03-15 14:37:55.0"
"보문역","서울특별시","성북구","11294","서울특별시 성북구 보문로 116","서울특별시 성북구 보문동1가 127-1","37.5855494","127.0194893","B2 6호선 대합실)","06:30","23:00","06:30","23:00","06:30","23:00","2","N","Y","보문역","02-6311-6381","2023-01-12","3070000","2023-03-15 14:37:55.0"
"돌곶이역","서울특별시","성북구","11295","서울특별시 성북구 화랑로 지하243","서울특별시 성북구 석관동 349-8","37.6105507","127.0564252","B1 편의점 옆)","06:30","23:00","06:30","23:00","06:30","23:00","2","N","Y","돌곶이역","02-6311-6431","2023-01-12","3070000","2023-03-15 14:37:55.0"
"월곡역","서울특별시","성북구","11296","서울특별시 성북구 장월로 1길 91","서울특별시 성북구 하월곡동 35-1","37.6048926","127.0438114","B2 승강기 앞)","06:30","23:00","06:30","23:00","06:30","23:00","2","N","Y","월곡역","02-6311-6411","2023-01-12","3070000","2023-03-15 14:37:55.0"
"성북장애인자립생활센터","서울특별시","성북구","11297","서울특별시 성북구 보문로 134","서울특별시 성북구 보문동1가 37","37.5869755","127.0187924","2층","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","성북장애인자립생활센터","02-921-7232","2023-01-12","3070000","2023-03-15 14:37:55.0"
"성북장애인보장구수리센터","서울특별시","성북구","11298","서울특별시 성북구 보문로 133","서울특별시 성북구 보문동2가 41","37.5867552","127.0184354","1층 입구","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","성북장애인보장구수리센터","02-921-7230","2023-01-12","3070000","2023-03-15 14:37:55.0"
"월곡종합사회복지관","서울특별시","성북구","11299","서울특별시 성북구 오패산로 16길 23","서울특별시 성북구 하월곡동 222-5","37.6089105","127.0375129","1층 입구","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","월곡종합사회복지관","02-911-5511","2023-01-12","3070000","2023-03-15 14:37:55.0"
"성북구지체장애인협회","서울특별시","성북구","11300","서울특별시 성북구 화랑로 13가길 100","서울특별시 성북구 하월곡동 산2-1","37.6106463","127.0404131","1층 입구","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","성북구지체장애인협회","02-914-2070","2023-01-12","3070000","2023-03-15 14:37:55.0"
"길음종합사회복지관","서울특별시","성북구","11301","서울특별시 성북구 삼양로 8가길 32","서울특별시 성북구 길음동 1061","37.6088147","127.0247800128","1층 입구","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","길음종합사회복지관","02-985-0161","2023-01-12","3070000","2023-03-15 14:37:55.0"
"성북구장애인단체연합회","서울특별시","성북구","11302","서울특별시 성북구 오패산로3길 95","서울특별시 성북구 하월곡동 96-76","37.6072558","127.0339359","1층 입구","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","성북구장애인단체연합회","02-912-5990","2023-01-12","3070000","2023-03-15 14:37:55.0"
"길음역","서울특별시","성북구","11303","서울특별시 성북구 동소문로 248","서울특별시 성북구 길음동 877-66","37.60346787","127.0245556","B1층 1~4번출구내려와서 상가 왼편","06:30","23:00","06:30","23:00","06:30","23:00","2","N","Y","길음역","02-6110-4171","2023-01-12","3070000","2023-03-15 14:37:55.0"
"안암역","서울특별시","성북구","11304","서울특별시 성북구 고려대로 89","서울특별시 성북구 안암동5가 146-1","37.58646961","127.0291829","B2층 보관함과 게이트 사이","06:30","23:00","06:30","23:00","06:30","23:00","2","N","Y","안암역","02-6311-6391","2023-01-12","3070000","2023-03-15 14:37:55.0"
"서초구청","서울특별시","서초구","32100","서울특별시 서초구 남부순환로 2584","서울특별시 서초구 서초동 1376-3","37.483625","127.032683","1층 로비","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 서초구 사회복지과","02-2155-6652","2022-11-30","3210000","2023-03-15 14:37:55.0"
"양재2동주민센터","서울특별시","서초구","32100","서울특별시 서초구 강남대로12길 44","서울특별시 서초구 양재동 323-1","37.470645","127.041283","1층 민원실 입구","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 서초구 사회복지과","02-2155-6652","2022-11-30","3210000","2023-03-15 14:37:55.0"
"내곡열린문화센터","서울특별시","서초구","32100","서울특별시 서초구 청계산로15길 77","서울특별시 서초구 신원동 627","37.449358","127.058314","1층 로비","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 서초구 사회복지과","02-2155-6652","2022-11-30","3210000","2023-03-15 14:37:55.0"
"북서울꿈의숲(아트센터)","서울특별시","강북구","11305","서울특별시 강북구 월계로 173","서울특별시 강북구 번동 90","37.6202556","127.0443254","지하1층 로비","10:00","17:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 강북구청","02-901-6677","2022-10-04","3080000","2023-03-15 14:37:56.0"
"한우리보장구수리센터","서울특별시","서초구","32100","서울특별시 서초구 남부순환로340길 15","서울특별시 서초구 서초동 380","37.482052","127.025013","GS편의점 뒷편 건물","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 서초구 사회복지과","02-2155-6652","2022-11-30","3210000","2023-03-15 14:37:55.0"
